Test Accuracy: 0.2912
Total samples: 4502
Correct predictions: 1311

Model Configuration:
  Embedding size: 128
  Hidden size: 256
  Encoder layers: 3
  Decoder layers: 3
  Cell type: lstm
  Beam size: 5

source,prediction,target,correct
kping,क्पिंग,कपिंग,False
kapolkalpana,कपोलकलपपन,कपोलकल्पना,False
kabaddi,कबाददी,कबड्डी,False
kabr,काबर,कब्र,False
kabra,कब्रा,कब्र,False
kabren,कबरें,कब्रें,False
kabron,कब्रों,कब्रों,True
kamjor,कममोर,कमज़ोर,False
kamzor,कममोर,कमज़ोर,False
kamatar,कमतार,कमतर,False
kamtar,कमतार,कमतर,False
kalamjeet,कललमजीत,कमलजीत,False
kamaljeet,कमललजीत,कमलजीत,False
kamaauu,कमाौू,कमाऊ,False
kamau,कमाऊ,कमाऊ,True
kamaate,कमाते,कमाते,True
kamate,कमते,कमाते,False
kamere,कमेरे,कमेरे,True
kmere,कमरे,कमेरे,False
karanj,कररंज,करंज,False
kranj,कृरंज,करंज,False
karanjiya,कररंजीय,करंजिया,False
kardhe,कर्धे,करघे,False
karghe,कर्घे,करघे,False
karachana,कराचाना,करछना,False
karchhana,कर्छाना,करछना,False
karna,कर्ना,करना,False
karpatri,कर्पत्री,करपात्री,False
karam,कररम,करम,False
karoor,कररूर,करूर,False
karur,कारूर,करूर,False
karnataka,कर्नताका,कर्नाटका,False
karvi,कर्वी,कर्वी,True
kurvi,कुर्वी,कर्वी,False
kalmein,कल्में,कलमें,False
kalmen,कल्में,कलमें,False
kalraj,कल्राज,कलराज,False
kalika,कललिका,कलिका,False
kalpanaon,कल्पनाओं,कल्पनाओं,True
kalpnaon,कल्पनाओं,कल्पनाओं,True
kavvaliyon,कवववलियों,कव्वालियों,False
qawwaliyon,कवववलियों,कव्वालियों,False
kavvali,कवववली,कव्वाली,False
qawwali,कवववली,कव्वाली,False
kashton,काष्टों,कष्टों,False
kasarat,कसरतत,कसरत,False
kasrat,कस्रत,कसरत,False
kasara,कसरा,कसारा,False
kasida,कसीदा,कसीदा,True
kahane,कहाने,कहने,False
kahne,कहने,कहने,True
kahlaya,कहलाया,कहलाया,True
kahaniyon,कहानियों,कहानियों,True
kile,किले,क़िले,False
kanji,कंंजी,कांजी,False
cant,कैंट,कांट,False
kant,कंत,कांट,False
kanti,कंती,कांति,False
kakoo,काकू,काकू,True
kaku,काकु,काकू,False
kaagaj,कागाज,कागज़,False
kaagaz,कागाज,कागज़,False
kagaj,कगगज,कागज़,False
kagaz,कगगज,कागज़,False
kaaji,काजी,काजी,True
kaji,काजी,काजी,True
kazi,काजी,काजी,True
qazi,काजी,काजी,True
kajoo,काजू,काजू,True
kaju,काजू,काजू,True
kapadi,कपादी,कापड़ी,False
kapdi,कपदी,कापड़ी,False
kamraj,कमराज,कामराज,False
kamottejana,कमोततेजना,कामोत्तेजना,False
kamottejna,कमोततेजन,कामोत्तेजना,False
kailana,कैलाना,कायलाना,False
kaylana,काललना,कायलाना,False
carfi,कार्फी,कार्की,False
karki,कारकी,कार्की,False
kartik,कर्तिक,कार्तिक,False
karyakartaon,कार्यकर्ताओं,कार्यकर्ताओं,True
karykartaaon,कार्यकर्ताओं,कार्यकर्ताओं,True
karykartaon,कार्यकर्ताओं,कार्यकर्ताओं,True
karyabhar,कर्याभार,कार्यभार,False
karybhar,कार्यभार,कार्यभार,True
karyarat,कार्यरत,कार्यरत,True
karyrat,कार्यरत,कार्यरत,True
kaalpi,कालपी,कालपी,True
kalapi,कलापी,कालपी,False
kalpi,कल्पी,कालपी,False
kalika,कलिका,कालिका,False
kalighat,कालिघात,कालीघाट,False
coldvel,कॉल्वल,काल्डवेल,False
kaldvel,काल्वेल,काल्डवेल,False
kaldwell,काल्वलल,काल्डवेल,False
kaav,काव,काव,True
kav,कवव,काव,False
kaasht,काष्त,काश्त,False
kasht,काष्त,काश्त,False
kasim,कसीम,कासिम,False
qasim,कसीम,कासिम,False
kasimabad,कसिमाबाद,कासिमाबाद,False
kiya,किया,किया,True
kiliyan,किलियां,किलियन,False
killat,किल्लत,किल्लत,True
killi,किलली,किल्ली,False
kisaani,किसानी,किसानी,True
kisani,किसानी,किसानी,True
kisanon,किसनों,किसानों,False
keede,कीदे,कीड़े,False
kide,किडे,कीड़े,False
keynote,केयनोते,कीनोट,False
kinote,किनोते,कीनोट,False
kiratpur,किरततपुर,कीरतपुर,False
kundal,कुंडल,कुंडल,True
kundaliya,कुंदलिया,कुंडलियाँ,False
kundaliyan,कुंदलिया,कुंडलियाँ,False
kutta,कुत्ता,कुत्ता,True
kuposhit,कुपोषित,कुपोषित,True
kumau,कुमा,कुमाऊ,False
kumavat,कुमावत,कुमावत,True
kumawat,कुमावत,कुमावत,True
kural,कुराल,कुराल,True
kurmi,कुर्मी,कुर्मी,True
kursiyon,कुर्सियों,कुर्सियों,True
kush,कुष,कुश,False
kushaan,कुषान,कुषाण,False
kushan,कुषण,कुषाण,False
kusumalataa,कुसुमलाता,कुसुमलता,False
kusumalta,कुसूमलता,कुसुमलता,False
kusumlata,कुसुमलता,कुसुमलता,True
koot,कूत,कूट,False
kut,कुट,कूट,False
kritika,कृतिका,कृतिका,True
kpo,क्पो,केपीओ,False
canterbari,कंटरबबरी,कैंटरबरी,False
canterbury,कैंटरबरी,कैंटरबरी,True
candidate,कंदीदाते,कैंडिडेट,False
katrina,कत्रीना,कैटरीना,False
caitlyn,कैटली,कैटलिन,False
cateline,कटेलिनन,कैटलिन,False
catlin,कटलीन,कैटलिन,False
cadmium,कड्मियम,कैडमियम,False
catholic,कथोलिक,कैथोलिक,False
catholicon,कथोलिकों,कैथोलिकों,False
kaetholikon,कैथोलिकों,कैथोलिकों,True
capacitor,कापैिटर,कैपेसिटर,False
carat,कारत,कैरेट,False
cavity,कविती,कैविटी,False
cavalry,कावारी,कैवेलरी,False
kaivelari,कैवेलारी,कैवेलरी,False
complex,कॉप्लेस,कॉम्प्लेक्स,False
kocchi,कोची,कोच्चि,False
kochi,कोची,कोच्चि,False
corridor,कॉररिडर,कोरिडोर,False
corolla,कोरोलल,कोरोला,False
korola,कोरोला,कोरोला,True
caolan,कालान,कोलन,False
colan,कोलन,कोलन,True
colon,कोलों,कोलन,False
calling,कललिंग,कोलिंग,False
koling,कोलिंग,कोलिंग,True
colorado,कोलोरदो,कोलोराडो,False
kolorado,कोलोरदो,कोलोराडो,False
kaushal,कौशाल,कौशल,False
kaushalata,कौशालता,कौशलता,False
kaushalta,कौशालता,कौशलता,False
kaushambi,कौषांबी,कौशाम्बी,False
cute,कूटे,क्यूट,False
quete,कुएते,क्यूट,False
cube,कुबे,क्यूब,False
cubeck,कबबेक,क्यूबेक,False
quebec,कुएबेक,क्यूबेक,False
cubes,कबबेस,क्यूब्स,False
krantiyon,क्रंतियों,क्रांतियों,False
cric,क्रिक,क्रिक,True
crick,क्रिक,क्रिक,True
cricket,क्रिकेट,क्रिकेट,True
cricketer,क्रिकेटर,क्रिकेटर,True
cricketing,क्रिकेटिंग,क्रिकेटिंग,True
kriyayog,क्रिययोग,क्रियायोग,False
christian,च्रिस्तिन,क्रिश्चयन,False
kruger,कृरगर,क्रूगर,False
craig,क्रैग,क्रेग,False
creg,क्रेग,क्रेग,True
cradle,क्रेडले,क्रैडल,False
